日期(YYYYMMDD),時間(HHMMSS),緯度(度),經度(度),高度(M),衛星等級,衛星數,速度(Knots),方向,平均精度(PDOP)
20090812,091248,30.208178,120.208412,34.5,1,5,16.5,283.9,4.4
20090812,091249,30.208178,120.208366,33.5,1,6,15.2,269.9,2.3
20090812,091250,30.208231,120.208321,33.5,1,5,27.2,322.2,3.5
20090812,091251,30.208233,120.208267,33.0,1,6,16.1,273.9,2.3
20090812,091252,30.208237,120.208214,32.5,1,6,15.9,278.1,2.3
20090812,091253,30.208233,120.208168,33.0,1,5,15.4,270.5,4.4
20090812,091254,30.208221,120.208130,34.5,1,5,15.4,260.3,4.4
20090812,091255,30.208206,120.208069,34.0,1,5,15.1,254.2,3.5
20090812,091256,30.208200,120.208008,34.5,1,4,15.8,275.5,5.6
20090812,091257,30.208189,120.207985,34.5,1,4,7.7,238.2,5.6
20090812,091258,30.208185,120.207954,34.5,1,5,8.1,257.4,3.1
20090812,091259,30.208189,120.207901,34.5,1,4,17.9,278.5,3.5
20090812,091300,30.208197,120.207863,34.5,1,5,13.6,275.1,3.1
20090812,091301,30.208208,120.207817,36.0,1,4,13.6,284.6,2.6
20090812,091302,30.208221,120.207779,37.0,1,5,13.5,289.7,3.1
20090812,091303,30.208235,120.207748,38.5,1,4,12.1,288.5,5.2
20090812,091304,30.208250,120.207718,40.0,1,5,11.2,288.8,4.2
20090812,091305,30.208263,120.207687,41.5,1,5,11.3,290.2,4.2
20090812,091306,30.208284,120.207664,41.0,1,5,12.0,304.1,4.2
20090812,091307,30.208307,120.207634,40.0,1,5,10.8,302.2,2.3
20090812,091308,30.208324,120.207611,40.5,1,4,10.6,305.4,5.2
20090812,091309,30.208338,120.207588,41.5,1,5,9.4,306.6,4.2
20090812,091310,30.208355,120.207565,42.5,1,6,9.4,305.8,1.9
20090812,091311,30.208368,120.207535,42.5,1,6,10.6,300.6,1.9
20090812,091312,30.208382,120.207512,43.0,1,6,8.6,309.0,1.9
20090812,091313,30.208385,120.207520,44.0,1,6,3.9,54.2,1.9
20090812,091314,30.208397,120.207497,45.0,1,5,9.0,305.1,3.5
20090812,091315,30.208405,120.207489,46.5,1,6,5.7,315.5,1.9
20090812,091316,30.208414,120.207474,48.0,1,6,4.8,324.7,1.9
20090812,091317,30.208424,120.207474,49.5,1,5,3.1,356.6,2.0
20090812,091318,30.208429,120.207466,50.0,1,5,2.5,342.6,2.0
20090812,091319,30.208435,120.207458,50.0,1,5,1.4,341.9,2.0
20090812,091320,30.208437,120.207458,50.0,1,4,0.4,191.6,2.3
20090812,091321,30.208439,120.207458,50.0,1,4,0.4,174.3,2.3
20090812,091322,30.208439,120.207458,49.5,1,4,0.1,279.5,3.5
20090812,091323,30.208439,120.207458,50.0,1,4,0.1,211.2,2.3
20090812,091324,30.208439,120.207458,49.5,1,5,0.0,176.6,1.9
20090812,091325,30.208439,120.207458,49.0,1,6,0.3,122.7,1.7
20090812,091326,30.208439,120.207458,49.0,1,6,0.2,254.6,1.7
20090812,091327,30.208437,120.207458,49.0,1,6,0.2,242.6,1.9
20090812,091328,30.208437,120.207458,49.0,1,6,0.5,86.7,1.7
20090812,091329,30.208441,120.207451,48.5,1,6,3.0,326.2,1.7
20090812,091330,30.208448,120.207443,48.5,1,4,4.0,320.9,2.3
20090812,091331,30.208456,120.207436,49.0,1,6,5.3,315.3,1.8
20090812,091332,30.208469,120.207420,49.0,1,4,6.8,315.7,2.0
20090812,091333,30.208485,120.207405,49.0,1,5,8.0,323.1,2.0
20090812,091334,30.208500,120.207382,50.5,1,4,8.1,315.8,2.0
20090812,091335,30.208517,120.207359,50.5,1,5,9.4,321.2,2.0
20090812,091336,30.208530,120.207344,52.0,1,4,7.2,311.4,5.5
20090812,091337,30.208548,120.207329,52.5,1,4,9.5,315.1,5.5
20090812,091338,30.208570,120.207306,52.5,1,5,10.8,325.8,2.0
20090812,091339,30.208590,120.207291,53.0,1,4,9.8,320.9,5.5
20090812,091340,30.208611,120.207275,53.5,1,5,9.5,320.2,3.1
20090812,091341,30.208630,120.207253,53.5,1,5,9.8,323.0,2.4
20090812,091342,30.208651,120.207237,54.0,1,4,10.0,327.2,5.5
20090812,091343,30.208672,120.207222,53.5,1,5,10.4,321.1,2.4
20090812,091344,30.208693,120.207207,53.5,1,4,10.6,322.7,2.6
20090812,091345,30.208715,120.207184,52.5,1,4,11.0,322.0,2.8
20090812,091346,30.208742,120.207169,51.5,1,4,11.5,321.1,2.6
20090812,091347,30.208769,120.207153,50.5,1,4,11.8,320.9,2.6
20090812,091348,30.208799,120.207130,49.0,1,5,13.1,324.1,2.4
20090812,091349,30.208830,120.207108,48.5,1,5,13.6,330.4,4.2
20090812,091350,30.208860,120.207092,48.5,1,5,12.9,328.9,3.5
20090812,091351,30.208893,120.207077,48.0,1,5,13.7,332.1,4.2
20090812,091352,30.208923,120.207054,47.0,1,4,13.8,321.5,2.7
20090812,091353,30.208954,120.207031,45.5,1,4,14.3,318.6,2.7
20090812,091354,30.208982,120.207008,46.0,1,5,13.6,326.9,4.2
20090812,091355,30.209007,120.206985,46.0,1,4,12.2,320.2,3.1
20090812,091356,30.209040,120.206963,45.5,1,5,14.5,327.1,4.2
20090812,091357,30.209074,120.206947,45.0,1,6,14.8,327.2,2.3
20090812,091358,30.209105,120.206924,44.5,1,6,14.3,327.4,2.3
20090812,091359,30.209135,120.206902,44.5,1,5,14.3,327.7,4.2
20090812,091400,30.209166,120.206879,44.5,1,5,14.0,329.3,4.2
20090812,091401,30.209200,120.206863,44.0,1,5,14.6,329.5,4.2
20090812,091402,30.209232,120.206841,43.5,1,5,14.2,329.2,4.2
20090812,091403,30.209259,120.206825,43.0,1,5,12.9,324.6,4.2
20090812,091404,30.209291,120.206810,42.5,1,5,13.7,327.2,4.2
20090812,091407,30.209368,120.206764,43.0,1,6,10.4,338.4,3.2
20090812,091407,30.209368,120.206764,43.0,1,6,10.4,338.4,3.2
20090812,091408,30.209396,120.206734,43.0,1,7,15.3,323.1,1.7
20090812,091409,30.209423,120.206718,42.0,1,5,12.2,324.6,2.4
20090812,091410,30.209450,120.206696,42.5,1,5,13.3,324.6,2.3
20090812,091411,30.209476,120.206673,42.5,1,6,12.9,326.4,2.2
20090812,091412,30.209501,120.206650,42.5,1,5,12.8,326.9,2.3
20090812,091413,30.209530,120.206635,43.0,1,6,13.0,330.7,2.2
20090812,091414,30.209557,120.206612,42.5,1,6,13.1,327.7,2.2
20090812,091415,30.209589,120.206596,42.0,1,7,13.6,333.6,2.1
20090812,091416,30.209618,120.206573,42.0,1,5,12.9,326.8,2.3
20090812,091417,30.209646,120.206543,41.5,1,6,12.6,327.0,2.2
20090812,091418,30.209679,120.206520,40.0,1,5,13.0,331.1,2.4
20090812,091419,30.209707,120.206505,39.5,1,5,13.0,330.7,5.2
20090812,091420,30.209740,120.206482,39.0,1,6,13.2,332.8,4.2
20090812,091421,30.209770,120.206467,39.0,1,5,13.4,332.4,5.2
20090812,091422,30.209793,120.206444,39.5,1,5,11.5,322.2,5.2
20090812,091423,30.209824,120.206429,39.5,1,5,13.2,328.5,5.2
20090812,091424,30.209852,120.206398,39.0,1,6,12.2,323.9,2.2
20090812,091425,30.209885,120.206367,38.5,1,5,12.7,322.8,2.4
20090812,091426,30.209913,120.206345,39.0,1,5,13.2,323.9,5.3
20090812,091427,30.209942,120.206322,38.0,1,4,14.9,322.9,5.4
20090812,091428,30.209967,120.206314,37.0,1,4,9.7,355.2,5.4
20090812,091429,30.210001,120.206284,37.0,1,5,18.5,318.7,2.4
20090812,091430,30.210030,120.206261,37.5,1,5,13.8,329.1,2.4
20090812,091431,30.210058,120.206245,37.5,1,5,13.9,331.7,2.4
20090812,091432,30.210079,120.206261,38.0,1,4,10.2,7.1,2.0
20090812,091433,30.210100,120.206268,40.5,1,6,9.8,25.9,4.2
20090812,091434,30.210127,120.206276,40.5,1,5,9.8,4.9,5.3
20090812,091435,30.210155,120.206253,41.5,1,7,15.8,324.0,1.8
20090812,091436,30.210180,120.206245,43.0,1,5,11.5,339.3,2.4
20090812,091437,30.210211,120.206223,44.0,1,5,13.6,332.0,2.4
20090812,091438,30.210243,120.206200,44.5,1,6,14.5,326.1,2.2
20090812,091439,30.210274,120.206184,45.0,1,6,13.2,329.8,2.2
20090812,091440,30.210304,120.206161,44.5,1,6,14.0,328.0,2.2
20090812,091441,30.210329,120.206139,45.0,1,4,13.5,326.8,3.9
20090812,091442,30.210356,120.206116,45.5,1,6,11.4,327.9,2.2
20090812,091443,30.210377,120.206100,45.5,1,6,9.3,334.5,2.2
20090812,091444,30.210400,120.206085,46.5,1,5,12.1,326.4,4.7
20090812,091445,30.210417,120.206070,47.5,1,4,9.6,332.6,6.4
20090812,091446,30.210432,120.206062,51.0,1,5,9.5,341.2,4.7
20090812,091447,30.210440,120.206070,52.5,1,5,7.7,18.8,3.7
20090812,091448,30.210449,120.206070,55.5,1,5,9.1,356.0,3.7
20090812,091449,30.210461,120.206062,58.5,1,4,9.6,349.5,4.1
20090812,091450,30.210470,120.206062,61.0,1,5,10.0,7.6,4.7
20090812,091451,30.210495,120.206062,61.0,1,5,9.3,6.5,2.4
20090812,091452,30.210518,120.206047,61.5,1,4,10.8,335.0,4.5
20090812,091453,30.210539,120.206024,63.0,1,6,12.1,328.4,3.5
20090812,091454,30.210566,120.206001,63.0,1,5,12.1,327.7,2.4
20090812,091455,30.210594,120.205978,63.5,1,5,12.0,330.0,2.4
20090812,091456,30.210617,120.205963,64.0,1,5,12.0,328.0,4.7
20090812,091457,30.210636,120.205940,65.0,1,5,11.3,328.4,4.7
20090812,091458,30.210653,120.205925,65.5,1,4,10.4,325.5,4.9
20090812,091459,30.210676,120.205902,67.5,1,5,10.9,327.1,3.7
20090812,091500,30.210712,120.205841,62.0,1,4,9.6,324.7,3.0
20090812,091501,30.210733,120.205811,61.0,1,5,8.8,323.7,1.9
20090812,091502,30.210751,120.205772,58.0,1,5,6.9,320.8,1.9
20090812,091503,30.210770,120.205727,57.5,1,5,7.9,314.9,1.9
20090812,091504,30.210787,120.205688,56.5,1,4,8.6,314.9,3.0
20090812,091505,30.210810,120.205650,55.0,1,4,9.5,319.7,3.0
20090812,091506,30.210838,120.205605,54.5,1,5,10.9,325.2,2.9
20090812,091507,30.210869,120.205574,54.5,1,6,11.7,328.2,2.2
20090812,091508,30.210888,120.205574,55.0,1,6,6.5,0.7,2.1
20090812,091509,30.210911,120.205574,55.0,1,6,7.0,355.4,2.1
20090812,091510,30.210924,120.205574,54.0,1,6,5.2,20.4,2.1
20090812,091511,30.210947,120.205574,55.5,1,4,8.9,2.0,2.3
20090812,091512,30.210976,120.205574,57.5,1,4,9.7,1.1,2.7
20090812,091513,30.211000,120.205574,57.5,1,4,8.9,3.7,2.7
20090812,091518,30.211105,120.205566,58.0,1,5,8.7,19.6,2.2
20090812,091519,30.211124,120.205559,58.5,1,5,6.0,353.8,2.3
20090812,091520,30.211142,120.205582,60.5,1,4,9.7,50.8,3.2
20090812,091521,30.211142,120.205597,60.0,1,4,6.8,87.1,2.7
20090812,091522,30.211159,120.205620,62.5,1,7,10.4,47.2,1.7
20090812,091523,30.211185,120.205605,63.5,1,7,10.7,343.4,1.7
20090812,091524,30.211214,120.205582,63.5,1,5,13.5,327.7,1.8
20090812,091525,30.211243,120.205559,64.5,1,6,13.2,330.2,1.8
20090812,091526,30.211271,120.205536,65.5,1,7,12.7,329.8,1.7
20090812,091527,30.211300,120.205513,66.0,1,6,12.8,328.9,1.7
20090812,091528,30.211327,120.205490,66.0,1,5,12.5,327.6,4.0
20090812,091529,30.211357,120.205460,66.0,1,4,12.7,326.1,2.7
20090812,091530,30.211388,120.205429,66.0,1,5,12.0,325.2,2.3
20090812,091531,30.211424,120.205383,64.0,1,5,12.6,327.6,2.3
20090812,091532,30.211449,120.205360,65.0,1,4,12.1,322.4,3.8
20090812,091533,30.211475,120.205322,66.0,1,5,12.0,320.3,1.9
20090812,091534,30.211506,120.205284,66.0,1,5,11.8,321.6,2.0
20090812,091535,30.211529,120.205261,65.0,1,4,13.6,315.6,4.4
20090812,091536,30.211554,120.205231,65.0,1,4,13.2,316.3,4.4
20090812,091537,30.211569,120.205223,66.0,1,4,7.5,335.1,4.4
20090812,091538,30.211592,120.205208,66.0,1,5,10.9,328.3,3.6
20090812,091539,30.211607,120.205208,68.0,1,4,6.4,13.4,4.4
20090812,091540,30.211626,120.205208,69.5,1,5,7.9,355.7,3.6
20090812,091541,30.211643,120.205200,69.5,1,5,7.6,340.3,3.6
20090812,091542,30.211657,120.205170,69.5,1,5,10.7,301.0,3.6
20090812,091543,30.211666,120.205139,69.0,1,5,12.7,289.9,3.6
20090812,091544,30.211674,120.205093,69.0,1,5,15.2,280.5,3.6
20090812,091545,30.211679,120.205048,68.5,1,5,16.3,278.3,3.6
20090812,091546,30.211683,120.205009,68.5,1,4,12.6,275.6,3.8
20090812,091547,30.211679,120.204987,69.0,1,4,7.8,260.9,3.8
20090812,091548,30.211674,120.204964,69.0,1,4,7.1,252.6,3.8
20090812,091549,30.211674,120.204956,70.5,1,5,3.5,253.0,3.6
20090812,091550,30.211685,120.204948,71.0,1,4,4.4,335.9,3.8
20090812,091551,30.211712,120.204933,71.5,1,4,11.8,335.2,5.2
20090812,091552,30.211737,120.204926,73.0,1,4,10.3,340.9,5.2
20090812,091553,30.211754,120.204933,73.5,1,4,6.6,23.3,3.2
20090812,091554,30.211775,120.204910,73.0,1,4,9.9,327.2,3.8
20090812,091555,30.211803,120.204865,73.0,1,5,16.8,304.6,4.5
20090812,091556,30.211842,120.204834,72.5,1,4,13.2,335.6,4.7
20090812,091557,30.211882,120.204811,73.0,1,4,11.1,354.5,4.7
20090812,091558,30.211920,120.204758,72.5,1,5,13.2,309.5,4.5
20090812,091559,30.211943,120.204727,72.5,1,4,12.6,308.8,10.4
20090812,091600,30.211977,120.204704,74.0,1,4,11.2,335.6,6.3
20090812,091601,30.212013,120.204689,74.5,1,4,11.7,337.3,10.4
20090812,091602,30.212055,120.204666,75.0,1,4,11.6,347.0,10.4
20090812,091603,30.212103,120.204666,75.0,1,4,12.1,7.1,10.4
20090812,091604,30.212116,120.204620,74.5,1,5,9.0,286.3,2.2
20090812,091605,30.212132,120.204567,73.5,1,5,8.0,287.5,2.2
20090812,091606,30.212130,120.204498,71.5,1,5,7.5,232.0,3.5
20090812,091607,30.212137,120.204475,69.5,1,5,4.2,261.9,3.5
20090812,091608,30.212101,120.204475,68.5,1,4,16.2,163.9,6.4
20090812,091609,30.212072,120.204468,67.5,1,4,16.2,163.9,5.0
20090812,091610,30.212048,120.204468,67.0,1,5,16.2,163.9,3.5
20090812,091611,30.212029,120.204460,67.0,1,6,16.2,163.9,2.2
20090812,091612,30.212011,120.204460,66.5,1,6,16.2,163.9,2.0
20090812,091613,30.212000,120.204468,66.5,1,6,16.2,163.9,2.0
20090812,091614,30.211990,120.204468,66.5,1,6,16.2,163.9,2.0
20090812,091615,30.211981,120.204468,66.5,1,6,16.2,163.9,2.0
-
20090812,180839,30.211462,120.205215,32.5,1,6,6.7,148.5,1.8
20090812,180840,30.211435,120.205223,37.5,1,6,6.7,149.1,1.8
20090812,180841,30.211412,120.205215,34.0,1,6,6.8,151.7,1.8
20090812,180841,30.211411,120.205231,31.5,1,5,7.4,150.2,2.2
20090812,180842,30.211393,120.205246,31.5,1,5,7.8,152.5,2.2
20090812,180844,30.211378,120.205261,31.0,1,5,8.6,142.9,2.2
20090812,180845,30.211363,120.205284,30.5,1,5,8.7,135.8,2.2
20090812,180846,30.211353,120.205299,29.5,1,5,7.8,120.5,2.2
20090812,180847,30.211359,120.205315,26.5,1,6,5.0,62.8,2.1
20090812,180848,30.211357,120.205307,26.0,1,6,2.9,295.9,1.8
20090812,180849,30.211357,120.205307,26.5,1,7,0.5,121.8,1.7
20090812,180850,30.211359,120.205307,26.0,1,7,0.9,277.0,1.7
20090812,180851,30.211359,120.205307,26.0,1,7,0.5,293.6,1.7
20090812,180852,30.211355,120.205307,26.5,1,5,1.0,215.6,2.5
20090812,180853,30.211357,120.205315,26.5,1,6,0.1,218.6,3.7
20090812,180854,30.211355,120.205307,27.0,1,5,0.3,345.7,2.5
20090812,180855,30.211359,120.205315,27.5,1,6,0.8,328.5,2.3
20090812,180856,30.211367,120.205315,27.0,1,7,1.2,4.1,1.7
20090812,180857,30.211367,120.205315,27.0,1,5,0.1,205.3,2.5
20090812,180858,30.211361,120.205315,27.5,1,6,1.8,148.5,2.3
20090812,180859,30.211361,120.205315,28.0,1,5,0.6,182.3,2.5
20090812,180900,30.211361,120.205315,28.0,1,6,0.3,264.7,2.3
20090812,180901,30.211367,120.205315,27.5,1,7,0.2,266.9,2.1
20090812,180902,30.211369,120.205315,27.5,1,6,0.1,174.7,2.3
20090812,180903,30.211372,120.205315,28.0,1,6,0.2,159.1,2.3
20090812,180904,30.211372,120.205315,27.5,1,7,0.3,142.9,1.7
20090812,180905,30.211374,120.205315,27.5,1,6,0.2,283.8,1.8
20090812,180906,30.211374,120.205315,27.0,1,7,0.3,247.9,1.7
20090812,180907,30.211376,120.205315,26.5,1,6,0.3,189.2,1.8
20090812,180908,30.211376,120.205307,26.5,1,6,0.3,183.5,1.8
20090812,180909,30.211378,120.205307,26.0,1,6,0.3,191.1,1.8
20090812,180910,30.211378,120.205307,26.0,1,4,0.3,254.4,4.0
20090812,180911,30.211378,120.205307,25.5,1,5,0.1,123.1,2.1
20090812,180912,30.211376,120.205299,24.5,1,6,1.2,163.2,2.1
20090812,180913,30.211374,120.205299,24.0,1,6,0.2,194.8,2.1
20090812,180914,30.211372,120.205299,24.0,1,6,0.1,320.0,2.1
20090812,180915,30.211372,120.205299,24.0,1,6,0.3,264.2,2.1
20090812,180916,30.211370,120.205299,24.0,1,7,0.1,207.5,1.7
20090812,180917,30.211370,120.205299,24.0,1,7,0.1,210.6,1.7
20090812,180918,30.211370,120.205299,24.5,1,7,0.2,217.3,1.7
20090812,180919,30.211369,120.205299,24.5,1,6,0.1,233.1,1.9
20090812,180920,30.211367,120.205299,25.0,1,5,0.2,191.0,2.2
20090812,180921,30.211367,120.205299,25.0,1,5,0.1,189.1,2.2
20090812,180922,30.211365,120.205299,25.0,1,4,0.4,186.8,3.3
20090812,180923,30.211365,120.205299,25.0,1,5,0.2,199.5,2.1
20090812,180924,30.211365,120.205299,25.0,1,6,0.2,214.7,2.1
20090812,180925,30.211365,120.205299,25.0,1,6,0.1,226.9,2.1
20090812,180926,30.211365,120.205299,25.0,1,5,0.2,210.6,2.1
20090812,180927,30.211361,120.205299,25.0,1,5,1.0,143.8,2.1
20090812,180928,30.211355,120.205299,25.5,1,7,2.1,139.7,1.7
20090812,180929,30.211346,120.205307,25.5,1,6,3.3,147.7,2.1
20090812,180930,30.211336,120.205307,25.0,1,6,4.1,170.0,2.1
20090812,180931,30.211325,120.205307,25.0,1,7,3.9,173.8,1.7
20090812,180932,30.211311,120.205307,26.0,1,7,3.4,172.7,1.7
20090812,180933,30.211296,120.205307,26.5,1,7,4.7,170.9,1.7
20090812,180934,30.211287,120.205307,26.0,1,6,4.5,159.3,1.8
20090812,180935,30.211273,120.205315,26.5,1,6,5.7,152.1,1.8
20090812,180936,30.211260,120.205322,27.0,1,6,5.8,149.9,1.8
20090812,180937,30.211285,120.205345,32.5,1,6,4.0,104.8,1.7
20090812,180938,30.211279,120.205360,33.5,1,5,4.6,110.5,2.8
20090812,180939,30.211267,120.205360,33.5,1,5,4.8,145.8,2.8
20090812,180940,30.211260,120.205368,33.5,1,5,4.2,136.1,2.2
20090812,180941,30.211252,120.205376,33.5,1,4,4.0,137.2,3.3
20090812,180942,30.211246,120.205383,33.5,1,4,2.9,129.4,3.3
20090812,180943,30.211239,120.205391,33.5,1,4,3.9,138.1,3.3
20090812,180944,30.211227,120.205391,33.0,1,4,4.3,168.9,3.3
20090812,180945,30.211218,120.205399,33.0,1,4,4.5,160.1,3.3
20090812,180946,30.211205,120.205399,33.0,1,4,5.4,155.6,3.3
20090812,180947,30.211191,120.205406,32.5,1,5,6.2,151.0,2.8
20090812,180948,30.211174,120.205414,32.5,1,6,6.6,160.9,2.4
20090812,180949,30.211161,120.205421,32.0,1,6,6.3,155.9,2.4
20090812,180950,30.211147,120.205429,32.0,1,5,6.1,145.0,2.8
20090812,180951,30.211140,120.205444,32.0,1,4,5.9,126.2,3.3
20090812,180952,30.211130,120.205452,31.5,1,5,5.3,127.5,2.8
20090812,180953,30.211119,120.205475,31.5,1,4,7.4,122.8,4.3
20090812,180954,30.211100,120.205482,32.0,1,4,8.6,138.6,4.3
20090812,180955,30.211084,120.205498,31.5,1,5,7.7,139.9,2.8
20090812,180956,30.211069,120.205513,32.0,1,6,7.5,142.3,2.4
20090812,180957,30.211042,120.205521,31.0,1,6,11.2,158.6,2.4
20090812,180958,30.211023,120.205536,30.5,1,5,8.1,153.1,2.8
20090812,180959,30.211002,120.205544,30.0,1,6,9.0,149.4,2.1
20090812,181000,30.210983,120.205559,30.0,1,6,8.7,147.8,2.1
20090812,181001,30.210962,120.205574,29.0,1,6,8.5,150.0,2.1
20090812,181002,30.210941,120.205589,28.5,1,6,9.1,149.9,2.1
20090812,181003,30.210922,120.205597,29.0,1,5,8.5,144.9,2.2
20090812,181004,30.210901,120.205612,28.5,1,6,9.3,151.6,2.1
20090812,181005,30.210880,120.205627,28.0,1,5,8.9,149.1,2.2
20090812,181006,30.210861,120.205635,28.0,1,5,8.5,150.4,2.2
20090812,181007,30.210838,120.205650,27.5,1,5,8.6,154.4,2.2
20090812,181008,30.210817,120.205666,27.5,1,5,10.3,143.3,2.4
20090812,181009,30.210794,120.205681,27.5,1,4,10.4,146.8,2.7
20090812,181010,30.210773,120.205696,27.5,1,4,8.9,153.7,2.7
20090812,181011,30.210756,120.205711,27.5,1,4,8.4,143.4,2.7
20090812,181012,30.210739,120.205719,26.5,1,4,7.6,148.4,2.3
20090812,181013,30.210722,120.205742,27.0,1,7,8.7,137.9,1.5
20090812,181014,30.210709,120.205765,27.0,1,6,8.5,127.7,2.1
20090812,181015,30.210703,120.205788,26.0,1,4,7.7,106.0,6.3
20090812,181016,30.210701,120.205818,24.0,1,4,7.3,92.0,3.3
20090812,181017,30.210693,120.205833,22.0,1,4,6.7,106.9,3.3
20090812,181018,30.210676,120.205856,21.0,1,6,7.8,132.2,2.4
20090812,181019,30.210674,120.205887,21.5,1,4,9.5,89.8,3.3
20090812,181020,30.210657,120.205917,23.0,1,5,9.7,124.0,2.1
20090812,181021,30.210632,120.205933,23.5,1,5,11.2,151.9,3.3
20090812,181022,30.210606,120.205948,23.5,1,6,10.6,151.9,1.9
20090812,181023,30.210579,120.205971,23.5,1,6,11.3,149.8,1.9
20090812,181024,30.210552,120.205986,24.0,1,5,10.9,153.6,2.2
20090812,181025,30.210529,120.206001,24.5,1,5,10.0,151.9,2.2
20090812,181026,30.210508,120.206009,24.5,1,5,9.1,150.1,3.9
20090812,181027,30.210480,120.206024,25.0,1,5,11.7,155.9,3.4
20090812,181028,30.210459,120.206039,24.5,1,5,9.8,145.9,3.9
20090812,181029,30.210440,120.206055,24.5,1,4,10.1,140.1,3.2
20090812,181030,30.210421,120.206078,24.0,1,5,9.3,138.9,2.7
20090812,181031,30.210424,120.206108,23.0,1,5,10.8,78.3,2.4
20090812,181032,30.210415,120.206131,23.0,1,5,9.0,110.0,2.4
20090812,181033,30.210407,120.206154,23.0,1,5,8.6,104.8,2.4
20090812,181034,30.210390,120.206184,21.0,1,5,11.0,124.6,2.4
20090812,181035,30.210373,120.206207,19.0,1,5,10.5,130.2,3.9
20090812,181036,30.210360,120.206238,17.5,1,5,10.4,121.8,3.9
20090812,181037,30.210344,120.206268,17.5,1,4,11.8,113.7,3.3
20090812,181038,30.210335,120.206291,17.5,1,4,9.7,114.2,3.3
20090812,181039,30.210316,120.206306,17.5,1,4,8.6,137.0,3.3
20090812,181040,30.210297,120.206329,17.0,1,4,9.3,136.6,3.3
20090812,181041,30.210276,120.206345,17.0,1,4,9.4,137.3,3.3
20090812,181042,30.210251,120.206367,16.5,1,4,9.9,144.2,3.3
20090812,181043,30.210213,120.206375,16.5,1,4,14.5,169.0,2.8
20090812,181044,30.210188,120.206390,16.5,1,4,11.1,138.8,2.8
20090812,181045,30.210165,120.206413,15.5,1,4,10.1,140.1,3.3
20090812,181046,30.210142,120.206429,15.0,1,5,11.1,144.4,2.5
20090812,181047,30.210115,120.206451,14.0,1,4,12.1,145.9,4.1
20090812,181048,30.210091,120.206467,13.0,1,6,11.6,145.7,3.8
20090812,181049,30.210066,120.206490,11.5,1,6,12.1,147.9,3.8
20090812,181050,30.210039,120.206505,10.0,1,5,11.8,145.0,3.9
20090812,181051,30.210018,120.206528,8.5,1,6,10.7,139.2,3.8
20090812,181052,30.209991,120.206551,7.0,1,6,12.4,145.3,3.8
20090812,181053,30.209965,120.206566,5.5,1,6,12.7,144.2,3.8
20090812,181054,30.209932,120.206581,4.5,1,6,10.9,147.4,2.9
20090812,181055,30.209904,120.206596,3.0,1,6,10.9,148.8,3.8
20090812,181056,30.209871,120.206612,1.0,1,6,13.9,148.1,2.9
20090812,181057,30.209839,120.206635,0.5,1,6,14.3,145.5,2.9
20090812,181058,30.209797,120.206657,2.0,1,6,13.9,147.0,1.9
20090812,181059,30.209768,120.206673,1.5,1,7,12.0,144.3,2.2
20090812,181100,30.209734,120.206696,2.0,1,5,12.2,144.6,2.0
20090812,181101,30.209705,120.206718,3.5,1,5,10.9,127.1,2.0
20090812,181102,30.209667,120.206734,4.5,1,5,11.6,145.9,2.0
20090812,181103,30.209635,120.206749,4.5,1,5,11.8,145.1,3.3
20090812,181104,30.209606,120.206764,4.5,1,5,11.3,143.1,4.0
20090812,181105,30.209579,120.206779,4.5,1,5,10.6,141.9,4.0
20090812,181106,30.209562,120.206802,3.5,1,4,9.1,137.1,6.4
20090812,181107,30.209539,120.206810,3.0,1,6,9.8,153.5,3.9
20090812,181108,30.209518,120.206818,2.0,1,6,8.2,157.9,3.9
20090812,181109,30.209499,120.206825,1.0,1,5,7.3,160.1,4.0
20090812,181110,30.209476,120.206833,1.0,1,6,8.4,154.6,3.9
20090812,181111,30.209454,120.206848,0.5,1,6,8.4,146.8,3.9
20090812,181112,30.209431,120.206856,0.5,1,5,7.7,148.8,4.0
20090812,181113,30.209410,120.206863,0.0,1,5,7.5,150.0,4.0
20090812,181114,30.209391,120.206871,NaN,1,6,6.2,152.7,3.9
20090812,181115,30.209373,120.206871,NaN,1,4,6.0,157.0,4.8
20090812,181116,30.209354,120.206879,0.5,1,5,5.5,167.0,2.5
20090812,181117,30.209337,120.206879,1.5,1,6,4.9,180.1,2.0
20090812,181118,30.209318,120.206886,3.0,1,5,5.0,177.2,2.7
20090812,181119,30.209301,120.206886,4.5,1,4,4.6,174.5,3.2
20090812,181120,30.209291,120.206886,5.5,1,4,1.9,177.2,6.0
20090812,181121,30.209290,120.206894,6.5,1,4,0.4,222.1,6.0
20090812,181122,30.209288,120.206894,6.5,1,4,0.2,352.2,4.5
20090812,181123,30.209288,120.206894,6.5,1,4,0.1,261.5,6.0
20090812,181124,30.209286,120.206894,6.5,1,4,0.1,223.1,3.2
20090812,181125,30.209284,120.206894,7.0,1,4,0.1,162.5,3.2
20090812,181126,30.209280,120.206894,7.0,1,4,0.3,206.6,3.2
20090812,181127,30.209280,120.206894,7.0,1,4,0.4,218.1,6.0
20090812,181128,30.209280,120.206894,7.5,1,4,0.5,209.5,6.0
20090812,181129,30.209280,120.206894,7.0,1,4,0.3,244.0,13.1
20090812,181130,30.209278,120.206894,7.5,1,4,0.1,313.5,6.0
20090812,181131,30.209276,120.206894,7.5,1,5,0.3,187.5,3.1
