日期(YYYYMMDD),時間(HHMMSS),緯度(度),經度(度),高度(M),衛星等級,衛星數,速度(Knots),方向,平均精度(PDOP)
20090812,090632,30.203417,120.216248,25.0,1,6,0.4,136.1,3.1
20090812,090633,30.203419,120.216248,25.0,1,5,0.3,247.1,3.6
20090812,090634,30.203419,120.216248,24.5,1,6,0.4,181.6,3.1
20090812,090635,30.203417,120.216240,24.0,1,4,1.3,219.7,4.4
20090812,090636,30.203419,120.216240,24.0,1,5,0.6,164.3,4.4
20090812,090637,30.203419,120.216240,24.0,1,5,0.6,299.6,3.7
20090812,090638,30.203419,120.216240,24.0,1,5,0.5,120.5,3.7
20090812,090639,30.203421,120.216240,24.5,1,5,0.3,148.4,4.4
20090812,090640,30.203421,120.216240,24.5,1,5,0.1,101.0,3.7
20090812,090641,30.203423,120.216240,24.5,1,7,0.1,139.8,3.1
20090812,090642,30.203423,120.216240,24.0,1,6,0.2,143.2,3.1
20090812,090643,30.203424,120.216240,24.0,1,6,0.4,155.9,3.1
20090812,090644,30.203424,120.216240,24.0,1,6,0.4,172.3,3.5
20090812,090645,30.203426,120.216240,24.0,1,6,0.2,157.8,3.1
20090812,090646,30.203426,120.216240,24.0,1,6,0.1,169.2,3.5
20090812,090647,30.203426,120.216240,24.0,1,5,0.2,155.5,3.7
20090812,090648,30.203426,120.216240,24.0,1,6,0.6,130.8,3.5
20090812,090649,30.203426,120.216240,24.0,1,6,0.3,143.9,3.1
20090812,090650,30.203428,120.216232,24.0,1,7,0.5,132.9,3.1
20090812,090651,30.203428,120.216232,24.0,1,5,0.4,296.4,3.7
20090812,090652,30.203432,120.216232,24.0,1,6,2.3,323.6,3.6
20090812,090653,30.203444,120.216232,24.5,1,5,4.3,350.1,3.7
20090812,090654,30.203455,120.216232,24.5,1,6,4.3,356.0,3.1
20090812,090655,30.203472,120.216232,24.5,1,7,6.3,358.4,3.1
20090812,090656,30.203491,120.216225,24.5,1,6,7.1,351.9,3.1
20090812,090657,30.203510,120.216217,24.0,1,7,6.9,344.8,3.1
20090812,090658,30.203522,120.216217,24.5,1,6,4.9,341.2,3.1
20090812,090659,30.203518,120.216232,25.5,1,6,5.5,112.4,3.1
20090812,090700,30.203518,120.216225,25.0,1,6,0.5,5.2,3.1
20090812,090701,30.203526,120.216225,25.0,1,5,2.7,2.2,4.4
20090812,090702,30.203535,120.216225,25.0,1,7,2.7,10.8,3.1
20090812,090703,30.203548,120.216225,25.5,1,6,4.4,18.7,3.1
20090812,090704,30.203566,120.216217,25.5,1,7,6.8,345.9,3.1
20090812,090705,30.203587,120.216209,24.5,1,6,8.2,340.5,3.1
20090812,090706,30.203611,120.216194,23.5,1,7,9.5,340.0,3.1
20090812,090707,30.203632,120.216194,24.0,1,6,8.0,357.2,3.1
20090812,090708,30.203657,120.216187,24.5,1,6,8.2,0.8,3.1
20090812,090709,30.203684,120.216187,24.0,1,6,9.8,354.2,3.1
20090812,090710,30.203712,120.216179,23.5,1,6,10.1,355.4,3.1
20090812,090711,30.203739,120.216171,23.5,1,7,9.8,359.3,3.1
20090812,090712,30.203764,120.216171,24.0,1,6,9.1,3.5,3.1
20090812,090713,30.203785,120.216164,23.5,1,7,7.3,359.5,3.1
20090812,090714,30.203815,120.216156,22.0,1,6,12.5,347.7,3.1
20090812,090715,30.203840,120.216156,23.0,1,7,9.2,3.2,3.1
20090812,090716,30.203863,120.216156,23.5,1,5,9.2,358.5,4.4
20090812,090717,30.203888,120.216148,24.0,1,6,9.8,354.8,3.1
20090812,090718,30.203913,120.216148,24.0,1,6,9.4,1.6,3.1
20090812,090719,30.203938,120.216148,24.5,1,6,9.4,0.7,3.1
20090812,090720,30.203962,120.216148,25.0,1,6,9.4,359.6,3.1
20090812,090721,30.203989,120.216148,25.0,1,6,10.2,358.8,3.1
20090812,090722,30.204016,120.216148,25.0,1,5,9.9,2.2,3.8
20090812,090723,30.204037,120.216148,27.0,1,6,7.7,12.2,3.1
20090812,090724,30.204060,120.216148,27.5,1,5,9.7,1.9,3.8
20090812,090725,30.204088,120.216148,27.5,1,5,10.9,349.7,4.4
20090812,090726,30.204111,120.216141,27.5,1,7,9.5,350.0,3.1
20090812,090727,30.204149,120.216133,27.0,1,5,15.0,349.7,4.4
20090812,090728,30.204176,120.216133,27.5,1,7,10.8,354.4,3.1
20090812,090729,30.204206,120.216125,27.5,1,6,11.8,355.1,3.6
20090812,090730,30.204235,120.216125,28.5,1,7,10.8,352.8,3.1
20090812,090731,30.204266,120.216125,28.5,1,7,11.1,356.9,3.1
20090812,090732,30.204294,120.216125,29.0,1,7,11.2,358.4,3.1
20090812,090733,30.204325,120.216125,28.5,1,7,11.7,354.3,3.1
20090812,090734,30.204353,120.216118,28.5,1,7,10.5,357.7,3.1
20090812,090735,30.204384,120.216110,28.0,1,7,10.7,349.7,3.1
20090812,090736,30.204412,120.216103,28.0,1,7,10.5,346.6,3.1
20090812,090737,30.204437,120.216103,28.0,1,7,9.3,352.3,3.1
20090812,090738,30.204464,120.216087,27.5,1,6,9.4,344.8,3.1
20090812,090739,30.204483,120.216080,28.0,1,6,7.0,333.8,3.1
20090812,090740,30.204494,120.216057,28.0,1,6,8.9,295.8,3.1
20090812,090741,30.204504,120.216026,28.0,1,6,11.3,284.0,3.1
20090812,090742,30.204510,120.215988,27.5,1,6,12.0,278.0,3.1
20090812,090743,30.204514,120.215950,26.5,1,6,12.7,275.1,3.1
20090812,090744,30.204515,120.215912,26.0,1,6,11.5,266.3,3.1
20090812,090745,30.204521,120.215874,25.5,1,6,12.9,277.4,3.1
20090812,090746,30.204523,120.215836,25.0,1,5,11.9,270.0,3.5
20090812,090747,30.204527,120.215797,24.0,1,5,13.2,272.9,3.5
20090812,090748,30.204527,120.215767,23.5,1,5,10.5,261.9,3.5
20090812,090749,30.204529,120.215729,23.5,1,4,13.9,273.4,6.7
20090812,090750,30.204529,120.215691,23.5,1,5,13.1,269.3,3.5
20090812,090751,30.204529,120.215660,23.5,1,5,12.2,270.0,3.5
20090812,090752,30.204527,120.215630,23.5,1,5,12.5,266.8,3.5
20090812,090753,30.204529,120.215591,23.5,1,4,13.9,271.3,6.7
20090812,090754,30.204527,120.215553,23.5,1,5,12.9,267.7,3.5
20090812,090755,30.204529,120.215515,23.5,1,5,13.8,270.6,3.5
20090812,090756,30.204529,120.215469,22.5,1,6,14.4,268.4,3.1
20090812,090757,30.204529,120.215431,22.0,1,5,14.5,267.4,3.5
20090812,090758,30.204525,120.215393,21.5,1,6,12.9,262.2,3.1
20090812,090759,30.204523,120.215355,21.5,1,6,13.1,263.6,3.1
20090812,090800,30.204523,120.215324,21.5,1,6,12.9,268.5,3.1
20090812,090801,30.204523,120.215286,21.5,1,6,12.1,269.0,3.1
20090812,090802,30.204525,120.215248,21.5,1,6,12.3,268.2,3.1
20090812,090803,30.204523,120.215218,21.5,1,6,11.4,264.1,3.1
20090812,090804,30.204523,120.215179,22.0,1,6,12.3,266.8,3.1
20090812,090805,30.204529,120.215134,21.5,1,6,15.8,275.7,3.1
20090812,090806,30.204527,120.215103,22.0,1,6,12.8,267.2,3.1
20090812,090807,30.204523,120.215073,21.5,1,7,12.3,263.1,3.1
20090812,090808,30.204519,120.215034,21.5,1,7,12.3,264.5,3.1
20090812,090809,30.204515,120.214996,21.5,1,6,12.9,265.4,3.1
20090812,090810,30.204514,120.214966,21.5,1,6,12.7,263.6,3.1
20090812,090811,30.204512,120.214928,21.5,1,6,12.6,264.6,3.1
20090812,090812,30.204510,120.214890,21.5,1,6,12.8,265.8,3.1
20090812,090813,30.204508,120.214851,21.0,1,7,12.7,267.1,3.1
20090812,090814,30.204508,120.214813,20.5,1,7,13.0,265.8,3.1
20090812,090815,30.204506,120.214775,20.0,1,6,12.6,265.5,3.2
20090812,090816,30.204504,120.214745,20.0,1,7,12.7,263.5,3.1
20090812,090817,30.204500,120.214706,19.5,1,4,12.5,263.2,4.4
20090812,090818,30.204496,120.214676,20.0,1,7,11.7,259.3,3.1
20090812,090819,30.204493,120.214645,20.5,1,6,11.1,260.9,4.0
20090812,090820,30.204489,120.214615,20.0,1,5,11.9,260.4,4.1
20090812,090821,30.204481,120.214577,20.5,1,6,13.3,257.7,3.6
20090812,090822,30.204460,120.214531,19.5,1,5,17.4,241.3,5.1
20090812,090823,30.204462,120.214500,19.0,1,6,11.5,276.8,4.0
20090812,090824,30.204462,120.214470,19.0,1,6,12.1,268.6,3.6
20090812,090825,30.204460,120.214439,19.0,1,7,10.8,263.2,3.1
20090812,090826,30.204458,120.214401,18.5,1,6,12.4,265.9,4.0
20090812,090827,30.204456,120.214371,18.5,1,6,12.7,266.3,4.0
20090812,090828,30.204454,120.214333,19.0,1,6,12.1,264.3,4.0
20090812,090829,30.204453,120.214302,19.0,1,6,11.8,263.5,3.9
20090812,090830,30.204451,120.214264,19.0,1,6,13.3,266.7,3.9
20090812,090831,30.204449,120.214226,19.0,1,6,12.5,263.9,3.9
20090812,090832,30.204447,120.214188,19.0,1,6,12.5,263.6,3.9
20090812,090833,30.204445,120.214157,19.0,1,7,11.7,262.7,3.1
20090812,090834,30.204443,120.214119,19.0,1,6,13.1,263.9,3.9
20090812,090835,30.204443,120.214081,19.0,1,7,13.1,264.6,3.1
20090812,090836,30.204441,120.214043,19.0,1,6,12.7,257.7,3.9
20090812,090837,30.204433,120.214012,18.5,1,6,11.7,251.1,3.9
20090812,090838,30.204428,120.214005,17.0,1,6,4.4,181.2,3.9
20090812,090839,30.204426,120.213974,16.0,1,6,12.1,262.6,3.9
20090812,090840,30.204412,120.213966,15.0,1,6,6.5,206.7,3.9
20090812,090841,30.204409,120.213936,15.0,1,6,11.8,260.7,3.9
20090812,090842,30.204399,120.213921,13.5,1,6,6.2,216.3,3.9
20090812,090843,30.204397,120.213882,13.5,1,7,12.2,261.6,3.1
20090812,090844,30.204395,120.213852,14.0,1,7,12.0,266.9,3.1
20090812,090845,30.204393,120.213814,14.0,1,5,12.2,264.8,4.0
20090812,090846,30.204393,120.213776,14.5,1,6,13.0,266.4,3.2
20090812,090847,30.204391,120.213730,14.5,1,5,13.5,265.9,3.5
20090812,090848,30.204390,120.213699,14.5,1,5,12.1,266.2,3.5
20090812,090849,30.204390,120.213676,14.5,1,5,8.3,272.0,4.3
20090812,090850,30.204412,120.213646,14.5,1,5,12.4,315.0,4.3
20090812,090851,30.204441,120.213631,14.5,1,5,12.5,337.5,3.6
20090812,090852,30.204473,120.213623,15.0,1,5,12.7,349.1,3.9
20090812,090853,30.204504,120.213623,15.5,1,5,11.8,355.2,4.3
20090812,090854,30.204538,120.213615,15.5,1,5,13.0,352.6,4.3
20090812,090855,30.204571,120.213615,16.0,1,5,12.7,3.0,4.3
20090812,090856,30.204605,120.213608,16.0,1,5,13.2,356.6,4.3
20090812,090857,30.204641,120.213608,16.0,1,4,13.4,356.9,6.2
20090812,090858,30.204676,120.213600,16.0,1,5,13.2,357.3,4.3
20090812,090859,30.204712,120.213593,16.5,1,5,13.3,355.6,4.3
20090812,090900,30.204752,120.213577,16.0,1,5,16.6,343.3,4.3
20090812,090901,30.204786,120.213570,16.5,1,5,13.1,359.2,4.3
20090812,090902,30.204821,120.213562,16.5,1,5,13.3,355.4,4.3
20090812,090903,30.204863,120.213547,15.5,1,5,17.9,337.9,4.3
20090812,090904,30.204895,120.213547,16.0,1,5,13.2,357.6,4.3
20090812,090905,30.204929,120.213539,16.0,1,5,13.0,353.0,4.3
20090812,090906,30.204958,120.213524,16.0,1,5,12.5,343.2,4.3
20090812,090907,30.204990,120.213524,16.5,1,5,13.0,352.9,4.3
20090812,090908,30.205023,120.213516,17.0,1,5,13.5,351.9,4.3
20090812,090909,30.205057,120.213509,17.0,1,5,13.9,351.6,4.3
20090812,090910,30.205090,120.213501,17.0,1,5,13.5,352.3,4.3
20090812,090911,30.205124,120.213501,17.5,1,5,13.5,353.2,4.3
20090812,090912,30.205156,120.213493,18.0,1,5,12.9,356.9,4.3
20090812,090913,30.205187,120.213493,19.0,1,5,12.6,355.2,4.3
20090812,090914,30.205219,120.213486,19.5,1,5,12.9,351.7,4.3
20090812,090915,30.205252,120.213486,20.0,1,5,13.6,349.4,4.3
20090812,090916,30.205286,120.213478,20.0,1,5,13.2,350.5,4.3
20090812,090917,30.205318,120.213478,20.5,1,5,12.9,357.7,4.3
20090812,090918,30.205351,120.213470,20.5,1,5,13.1,356.3,4.3
20090812,090919,30.205385,120.213470,21.0,1,5,13.4,353.7,4.3
20090812,090920,30.205420,120.213463,21.5,1,5,12.9,355.7,4.3
20090812,090921,30.205452,120.213463,22.0,1,5,13.0,354.3,4.3
20090812,090922,30.205486,120.213455,22.0,1,5,13.4,352.6,4.3
20090812,090923,30.205521,120.213448,22.5,1,5,13.2,353.8,4.3
20090812,090924,30.205555,120.213440,21.0,1,5,14.3,351.4,4.3
20090812,090925,30.205585,120.213432,21.5,1,5,12.4,347.1,4.3
20090812,090926,30.205614,120.213425,22.5,1,5,10.9,350.2,4.3
20090812,090927,30.205635,120.213425,23.5,1,5,8.5,344.4,4.3
20090812,090928,30.205641,120.213409,23.5,1,6,4.4,304.7,3.2
20090812,090929,30.205650,120.213387,25.0,1,5,8.2,293.2,4.3
20090812,090930,30.205645,120.213364,23.0,1,6,7.2,248.4,3.2
20090812,090931,30.205648,120.213341,23.0,1,6,9.5,275.6,3.2
20090812,090932,30.205650,120.213318,23.0,1,6,8.4,274.7,3.2
20090812,090933,30.205654,120.213287,22.5,1,6,8.8,276.6,3.2
20090812,090934,30.205660,120.213264,22.0,1,6,6.5,279.8,3.2
20090812,090935,30.205664,120.213249,21.5,1,6,6.9,276.4,3.2
20090812,090936,30.205669,120.213226,21.5,1,6,6.8,284.5,3.2
20090812,090937,30.205671,120.213203,21.5,1,6,7.6,273.6,3.9
20090812,090938,30.205677,120.213173,21.0,1,6,8.4,270.2,3.2
20090812,090939,30.205681,120.213135,20.5,1,6,9.1,269.2,3.8
20090812,090940,30.205683,120.213112,21.0,1,7,9.0,262.8,3.1
20090812,090941,30.205687,120.213074,20.5,1,7,10.2,269.2,3.1
20090812,090942,30.205690,120.213043,20.0,1,7,9.3,265.9,3.1
20090812,090943,30.205688,120.213013,20.5,1,7,9.7,256.9,3.1
20090812,090944,30.205687,120.212982,21.0,1,7,10.1,262.6,3.1
20090812,090945,30.205698,120.212952,21.0,1,6,11.2,293.3,3.9
20090812,090946,30.205723,120.212936,20.5,1,6,13.2,320.6,3.9
20090812,090947,30.205748,120.212929,21.0,1,7,10.0,351.1,3.1
20090812,090948,30.205780,120.212921,20.5,1,6,13.6,346.7,3.2
20090812,090949,30.205818,120.212914,20.0,1,5,15.4,345.5,3.9
20090812,090950,30.205860,120.212898,18.5,1,5,17.8,340.1,4.0
20090812,090951,30.205904,120.212875,16.5,1,5,18.5,338.2,4.0
20090812,090952,30.205942,120.212868,16.5,1,5,15.2,349.1,4.0
20090812,090953,30.205976,120.212860,16.5,1,4,13.9,350.7,4.7
20090812,090954,30.206013,120.212845,16.5,1,4,14.9,349.8,4.7
20090812,090955,30.206049,120.212845,17.5,1,4,14.3,357.5,4.7
20090812,090956,30.206083,120.212845,19.0,1,4,13.5,1.7,4.7
20090812,090957,30.206123,120.212837,19.5,1,4,15.7,352.0,4.7
20090812,090958,30.206161,120.212830,20.0,1,4,14.9,353.4,4.7
20090812,090959,30.206202,120.212822,20.0,1,4,15.8,350.5,4.8
20090812,091000,30.206240,120.212814,20.0,1,4,14.9,357.0,4.8
20090812,091001,30.206280,120.212814,18.5,1,4,15.4,1.3,4.8
20090812,091002,30.206318,120.212814,17.5,1,4,15.0,3.7,4.8
20090812,091003,30.206358,120.212807,16.0,1,4,15.3,354.2,4.8
20090812,091004,30.206394,120.212799,15.5,1,5,14.4,355.3,3.5
20090812,091005,30.206429,120.212791,15.5,1,4,14.0,353.2,4.6
20090812,091006,30.206461,120.212776,15.5,1,5,12.7,339.5,3.5
20090812,091007,30.206497,120.212761,14.5,1,5,13.3,349.8,3.5
20090812,091008,30.206516,120.212746,14.5,1,5,7.6,337.7,3.1
20090812,091009,30.206553,120.212738,14.5,1,5,13.9,356.1,3.1
20090812,091010,30.206587,120.212730,14.5,1,5,12.5,351.5,4.0
20090812,091011,30.206623,120.212715,14.5,1,4,13.6,350.8,4.8
20090812,091012,30.206657,120.212708,16.0,1,5,11.4,4.7,4.0
20090812,091013,30.206686,120.212692,18.0,1,5,14.1,341.6,4.4
20090812,091014,30.206703,120.212677,21.0,1,6,13.2,340.0,4.1
20090812,091015,30.206734,120.212646,22.5,1,7,12.9,339.8,3.1
20090812,091016,30.206772,120.212624,23.0,1,5,15.9,338.0,4.3
20090812,091017,30.206806,120.212608,23.5,1,4,14.7,336.8,6.2
20090812,091018,30.206837,120.212601,24.0,1,5,12.9,336.9,4.0
20090812,091019,30.206858,120.212593,26.5,1,6,8.9,345.0,3.8
20090812,091020,30.206879,120.212593,29.0,1,5,9.0,342.7,4.3
20090812,091021,30.206902,120.212570,29.5,1,6,12.2,323.3,3.8
20090812,091022,30.206924,120.212555,30.0,1,4,12.5,327.6,4.9
20090812,091023,30.206945,120.212524,30.5,1,4,10.7,317.9,4.2
20090812,091024,30.206963,120.212502,31.0,1,4,12.3,307.8,4.9
20090812,091025,30.206982,120.212463,31.0,1,5,14.0,301.9,4.1
20090812,091026,30.207001,120.212425,31.0,1,6,14.8,302.8,3.8
20090812,091027,30.207020,120.212387,31.5,1,7,12.9,299.6,3.1
20090812,091028,30.207037,120.212349,31.5,1,7,13.8,294.5,3.1
20090812,091029,30.207050,120.212311,31.5,1,7,14.5,290.8,3.1
20090812,091030,30.207060,120.212265,31.5,1,7,15.0,284.5,3.1
20090812,091031,30.207062,120.212227,31.5,1,7,13.6,272.6,3.1
20090812,091032,30.207060,120.212181,31.0,1,7,15.7,265.4,3.1
20090812,091033,30.207056,120.212143,30.5,1,7,14.9,262.8,3.1
20090812,091034,30.207050,120.212105,30.5,1,7,13.4,256.9,3.1
20090812,091035,30.207047,120.212067,30.0,1,7,13.5,260.5,3.1
20090812,091036,30.207043,120.212029,30.0,1,6,13.7,261.2,3.2
20090812,091037,30.207037,120.211990,30.0,1,6,13.6,257.7,3.2
20090812,091038,30.207029,120.211952,29.5,1,6,14.5,255.1,3.2
20090812,091039,30.207018,120.211914,29.5,1,6,13.6,247.5,3.2
20090812,091040,30.207010,120.211876,29.0,1,6,13.6,251.5,3.2
20090812,091041,30.207003,120.211830,28.5,1,5,14.4,253.9,3.5
20090812,091042,30.206993,120.211792,28.5,1,5,14.3,254.4,4.0
20090812,091043,30.206984,120.211754,28.5,1,5,15.1,255.0,4.0
20090812,091044,30.206976,120.211708,27.5,1,5,14.9,253.5,3.5
20090812,091045,30.206970,120.211670,26.5,1,5,13.6,251.4,3.5
20090812,091046,30.206963,120.211632,26.5,1,5,14.2,254.9,3.5
20090812,091047,30.206955,120.211594,26.0,1,5,15.2,256.7,3.5
20090812,091048,30.206947,120.211555,26.5,1,4,14.4,257.6,6.0
20090812,091049,30.206938,120.211517,26.5,1,5,13.7,254.3,3.5
20090812,091050,30.206928,120.211479,26.5,1,5,13.8,253.9,3.5
20090812,091051,30.206919,120.211449,27.0,1,5,14.3,255.3,3.5
20090812,091052,30.206903,120.211411,26.5,1,6,13.5,245.4,2.3
20090812,091053,30.206886,120.211380,26.0,1,6,13.9,242.9,2.3
20090812,091054,30.206873,120.211342,24.5,1,5,13.9,245.2,2.5
20090812,091055,30.206861,120.211304,24.0,1,5,13.6,251.0,2.5
20090812,091056,30.206844,120.211288,26.0,1,5,10.0,227.1,2.5
20090812,091057,30.206831,120.211258,26.5,1,5,11.7,242.4,2.5
20090812,091058,30.206814,120.211227,25.5,1,5,13.8,244.5,2.5
20090812,091059,30.206804,120.211197,26.0,1,5,11.4,250.1,2.5
20090812,091100,30.206785,120.211159,26.5,1,5,14.3,239.8,2.5
20090812,091101,30.206770,120.211128,25.5,1,5,13.4,241.0,2.5
20090812,091102,30.206755,120.211090,24.5,1,5,13.5,244.6,2.5
20090812,091103,30.206745,120.211052,23.0,1,5,13.1,252.6,2.5
20090812,091104,30.206734,120.211021,23.0,1,5,12.9,248.0,2.5
20090812,091105,30.206726,120.210983,23.0,1,5,13.0,253.2,2.5
20090812,091106,30.206720,120.210945,23.0,1,5,13.7,258.3,2.5
20090812,091107,30.206730,120.210907,24.0,1,6,14.4,288.0,1.9
20090812,091108,30.206730,120.210869,24.5,1,6,11.7,269.6,2.1
20090812,091109,30.206724,120.210838,25.0,1,5,13.6,259.0,2.5
20090812,091110,30.206715,120.210793,26.5,1,7,14.2,255.2,1.8
20090812,091111,30.206703,120.210754,26.0,1,6,14.3,252.6,2.3
20090812,091112,30.206692,120.210716,26.0,1,5,14.6,250.3,2.4
20090812,091113,30.206682,120.210678,25.0,1,5,13.9,251.7,2.4
20090812,091114,30.206671,120.210640,25.0,1,5,13.9,248.4,2.4
20090812,091115,30.206659,120.210602,23.5,1,5,13.1,250.0,2.4
20090812,091116,30.206648,120.210579,24.0,1,5,10.8,244.6,3.5
20090812,091117,30.206631,120.210548,23.0,1,5,12.0,238.3,3.5
20090812,091118,30.206615,120.210510,22.5,1,5,13.5,247.6,3.5
20090812,091119,30.206602,120.210480,23.5,1,5,12.8,250.5,3.5
20090812,091120,30.206591,120.210442,24.5,1,5,13.6,251.1,3.5
20090812,091121,30.206573,120.210411,26.5,1,5,12.4,243.7,3.5
20090812,091122,30.206553,120.210388,29.0,1,5,10.6,230.4,3.5
20090812,091123,30.206537,120.210358,29.5,1,5,11.2,240.0,3.5
20090812,091124,30.206528,120.210327,29.5,1,5,13.2,253.2,3.5
20090812,091125,30.206512,120.210289,29.5,1,5,12.7,241.8,3.5
20090812,091126,30.206497,120.210258,30.0,1,5,13.5,243.3,3.5
20090812,091127,30.206484,120.210220,30.5,1,5,12.7,247.6,3.5
20090812,091128,30.206478,120.210182,30.5,1,4,15.2,260.1,5.9
20090812,091129,30.206469,120.210136,30.5,1,5,15.6,258.8,2.4
20090812,091130,30.206446,120.210106,31.0,1,5,13.1,230.1,3.5
20090812,091131,30.206440,120.210060,31.0,1,5,17.1,264.2,2.4
20090812,091132,30.206436,120.210014,31.0,1,5,16.8,266.7,3.3
20090812,091133,30.206413,120.209976,30.5,1,6,14.1,229.4,2.3
20090812,091134,30.206408,120.209938,30.0,1,5,14.9,265.5,3.5
20090812,091135,30.206394,120.209900,27.5,1,6,13.4,250.5,2.3
20090812,091136,30.206387,120.209862,27.5,1,4,12.4,258.5,5.9
20090812,091137,30.206371,120.209824,27.0,1,4,12.4,243.5,3.4
20090812,091138,30.206356,120.209793,26.0,1,5,12.6,242.1,2.4
20090812,091139,30.206335,120.209770,25.5,1,5,9.1,220.9,2.4
20090812,091140,30.206318,120.209732,26.5,1,5,14.2,257.3,3.5
20090812,091141,30.206299,120.209686,27.5,1,5,14.8,257.3,3.5
20090812,091142,30.206284,120.209656,28.5,1,4,15.5,264.7,3.4
20090812,091143,30.206264,120.209625,30.0,1,5,13.0,254.0,3.5
20090812,091144,30.206255,120.209587,30.0,1,5,12.8,259.4,3.5
20090812,091145,30.206249,120.209557,30.5,1,4,10.1,257.9,5.8
20090812,091146,30.206238,120.209541,31.0,1,5,7.3,242.3,3.5
20090812,091147,30.206184,120.209595,31.5,1,5,27.2,135.1,3.5
20090812,091148,30.206202,120.209618,32.0,1,5,10.8,39.0,3.5
20090812,091149,30.206226,120.209610,32.0,1,5,9.9,357.5,3.5
20090812,091150,30.206245,120.209625,32.5,1,6,8.2,30.0,2.1
20090812,091151,30.206284,120.209610,34.5,1,5,13.0,355.3,4.2
20090812,091152,30.206326,120.209602,36.5,1,4,13.6,351.5,5.0
20090812,091153,30.206371,120.209587,38.5,1,4,13.0,355.0,5.0
20090812,091154,30.206421,120.209564,40.0,1,4,14.6,346.4,5.0
20090812,091155,30.206495,120.209496,39.5,1,4,13.6,342.3,2.8
20090812,091156,30.206572,120.209435,38.0,1,4,14.8,351.8,2.8
20090812,091157,30.206633,120.209381,37.5,1,4,12.1,342.8,2.8
20090812,091158,30.206671,120.209381,38.0,1,4,15.4,5.1,5.0
20090812,091159,30.206703,120.209381,39.0,1,4,12.8,4.8,5.0
20090812,091200,30.206736,120.209381,40.0,1,4,13.1,1.4,5.0
20090812,091201,30.206768,120.209381,41.0,1,5,13.6,356.8,4.5
20090812,091202,30.206804,120.209373,41.5,1,4,13.6,354.9,5.0
20090812,091203,30.206841,120.209366,42.0,1,4,14.2,354.7,5.0
20090812,091204,30.206875,120.209358,42.0,1,4,13.5,353.3,4.6
20090812,091205,30.206905,120.209351,42.0,1,4,13.3,350.4,4.6
20090812,091206,30.206949,120.209335,42.5,1,4,16.0,353.8,2.9
20090812,091207,30.206993,120.209320,41.0,1,4,14.9,348.7,2.9
20090812,091208,30.207037,120.209297,39.5,1,4,14.5,346.4,2.9
20090812,091209,30.207079,120.209274,37.5,1,4,14.5,345.9,2.9
20090812,091210,30.207119,120.209244,36.5,1,4,13.4,351.3,2.1
20090812,091211,30.207142,120.209229,37.5,1,4,10.8,329.9,2.1
20090812,091212,30.207176,120.209206,37.5,1,4,12.6,344.3,2.9
20090812,091213,30.207197,120.209198,38.5,1,4,11.8,347.3,4.3
20090812,091214,30.207232,120.209175,38.5,1,5,19.2,341.5,2.0
20090812,091215,30.207266,120.209175,39.0,1,4,13.8,359.4,5.0
20090812,091216,30.207296,120.209152,38.5,1,4,13.2,332.1,5.0
20090812,091217,30.207331,120.209145,38.5,1,4,14.1,345.3,5.0
20090812,091218,30.207365,120.209137,38.5,1,4,14.4,346.9,5.1
20090812,091219,30.207396,120.209137,39.5,1,4,11.7,0.2,5.1
20090812,091220,30.207430,120.209122,39.0,1,6,14.2,351.4,2.2
20090812,091221,30.207468,120.209114,38.0,1,4,14.9,348.1,5.1
20090812,091222,30.207502,120.209106,38.5,1,4,13.9,352.5,5.1
20090812,091223,30.207539,120.209099,38.5,1,4,14.1,350.2,5.1
20090812,091224,30.207584,120.209091,38.0,1,4,17.0,1.4,2.9
20090812,091225,30.207623,120.209076,37.0,1,4,13.1,354.3,2.8
20090812,091226,30.207657,120.209076,38.0,1,4,13.0,358.9,2.9
20090812,091227,30.207687,120.209076,39.0,1,4,13.4,5.7,4.6
20090812,091228,30.207722,120.209053,38.5,1,4,14.5,349.6,4.6
20090812,091229,30.207760,120.209053,38.5,1,4,15.3,356.4,4.6
20090812,091230,30.207798,120.209045,38.0,1,4,15.0,350.8,5.1
20090812,091231,30.207834,120.209038,38.5,1,4,14.1,352.3,2.9
20090812,091232,30.207872,120.209023,38.0,1,4,14.6,341.6,2.9
20090812,091233,30.207903,120.209000,38.5,1,4,12.5,330.3,2.9
20090812,091234,30.207928,120.208977,39.5,1,4,12.6,326.9,5.1
20090812,091235,30.207956,120.208954,40.0,1,4,13.7,322.8,5.1
20090812,091236,30.207983,120.208923,40.0,1,4,14.5,319.4,5.1
20090812,091237,30.208012,120.208893,39.5,1,4,14.8,319.5,5.1
20090812,091238,30.208040,120.208870,39.5,1,4,14.5,320.5,5.1
20090812,091239,30.208067,120.208839,39.5,1,4,15.1,316.1,5.1
20090812,091240,30.208099,120.208786,38.0,1,4,15.3,308.6,2.7
20090812,091241,30.208118,120.208748,37.0,1,4,15.6,301.3,5.1
20090812,091242,30.208136,120.208694,36.5,1,5,15.4,289.3,2.3
20090812,091243,30.208147,120.208649,37.0,1,6,15.4,287.6,4.0
20090812,091244,30.208160,120.208603,35.5,1,5,16.8,286.7,4.5
20090812,091245,30.208162,120.208565,35.5,1,5,15.2,272.8,4.5
20090812,091246,30.208168,120.208511,35.0,1,5,15.6,275.4,3.0
20090812,091247,30.208168,120.208458,34.5,1,5,15.9,270.8,3.0
